objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237657069547225197,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(63, 65)]",NO_PEAK,"[]",DOUBLE,"[(62, 65)(99, 5)]"
1237657069549519101,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(16, 92)]"
1237657070088291498,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(20, 29)]",DOUBLE,"[(92, 32)(36, 93)]"
1237657070088814866,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(57, 46)]",DOUBLE,"[(56, 45)(71, 65)]"
1237657070091043224,SINGLE,"[(36, 28)]",NO_PEAK,"[]",SINGLE,"[(33, 6)]",NO_PEAK,"[]",DOUBLE,"[(58, 85)(33, 6)]"
1237657070092747095,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(31, 18)]",DOUBLE,"[(11, 20)(32, 18)]"
1237657070620509221,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(79, 82)(72, 27)]"
1237657071158690818,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 35)]",SINGLE,"[(36, 34)]",DOUBLE,"[(66, 68)(42, 90)]"
1237657071158952776,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 38)(40, 99)]"
1237657071696675588,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(67, 81)(69, 89)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071697788989,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657189833834730,SINGLE,"[(61, 94)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 51)]",NO_PEAK,"[]"
1237657189834096913,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(1, 19)]",NO_PEAK,"[]"
1237657190370509124,NO_PEAK,"[]",SINGLE,"[(47, 32)]",SINGLE,"[(48, 32)]",SINGLE,"[(48, 32)]",NO_PEAK,"[]"
1237657190371688595,NO_PEAK,"[]",SINGLE,"[(61, 58)]",SINGLE,"[(61, 59)]",SINGLE,"[(61, 59)]",NO_PEAK,"[]"
1237657190371689085,SINGLE,"[(33, 13)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(73, 45)(72, 16)]"
1237657190371885241,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(5, 95)(50, 60)]"
1237657190905348434,SINGLE,"[(34, 24)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(39, 67)(95, 81)]"
1237657190909609024,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(6, 6)(83, 45)]"
1237657190910329411,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 41)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(21, 13)]"
1237657191443989382,SINGLE,"[(13, 16)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 68)(10, 2)]"
1237657191445823674,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(34, 90)]"
1237657191447397054,SINGLE,"[(50, 51)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(77, 11)(88, 1)]"
1237657191447658729,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(94, 97)(75, 60)]"
1237657191980269877,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(87, 83)(84, 62)]"
1237657191980532262,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(10, 64)(66, 80)]"
1237657192516223057,SINGLE,"[(21, 68)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(58, 99)(74, 89)]"
1237657192517534207,SINGLE,"[(40, 3)]",NO_PEAK,"[]",SINGLE,"[(27, 46)]",SINGLE,"[(26, 46)]",DOUBLE,"[(50, 49)(45, 17)]"
