objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237656971301749478,SINGLE,"[(22, 39)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(96, 78)(48, 26)]"
1237657069548405786,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070087700601,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(65, 31)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070091502199,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 59)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071694381598,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(3, 53)(38, 80)]"
1237657071695233650,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(32, 30)]",DOUBLE,"[(50, 50)(87, 66)]"
1237657071695365309,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(73, 65)(40, 50)]"
1237657071697003623,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657072231842418,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(84, 24)(66, 99)]"
1237657189833638107,SINGLE,"[(66, 96)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(70, 60)(52, 72)]"
1237657190368936706,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(77, 64)(50, 51)]"
1237657190370772092,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(69, 14)]",SINGLE,"[(38, 32)]",NO_PEAK,"[]"
