objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237663783673791075,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(42, 42)]",SINGLE,"[(42, 43)]"
1237666407918731446,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237666407381729426,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071160263889,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071160263888,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784747794669,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(58, 42)]",SINGLE,"[(58, 43)]"
1237663784747794668,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",SINGLE,"[(38, 1)]"
1237657071697330797,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071697330795,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(66, 7)]",NO_PEAK,"[]"
1237663782599787458,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1237663782599787457,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666408456258242,NO_PEAK,"[]",SINGLE,"[(28, 5)]",SINGLE,"[(28, 5)]",NO_PEAK,"[]"
1237666408456258243,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 40)]"
1237663784210727394,SINGLE,"[(45, 87)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784748056812,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784748056811,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784749039985,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784749039986,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663782599983653,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663782600442500,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(54, 77)]",NO_PEAK,"[]"
1237663782600442501,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(48, 67)]",NO_PEAK,"[]"
1237666406846628644,SINGLE,"[(14, 29)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666406846628643,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(8, 31)]",NO_PEAK,"[]"
1237663783674446919,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237678617431376403,SINGLE,"[(2, 91)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 73)]"
1237678617431376402,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783674446920,SINGLE,"[(24, 40)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666408457175905,SINGLE,"[(22, 29)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 26)]"
1237666408457175904,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 18)]"
1237663784210989680,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663784210989681,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657069549978343,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657069549978342,SINGLE,"[(86, 5)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666407920370538,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]"
1237666407920370540,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(40, 44)]"
1237666407920370539,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 50)]"
1237663784748974500,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784748974501,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784748974596,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(37, 46)]"
1237663784748974597,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(31, 35)]"
1237663782600769755,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(44, 9)]",SINGLE,"[(43, 9)]"
1237666406846628434,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666406846628433,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663782600769754,NO_PEAK,"[]",SINGLE,"[(41, 56)]",SINGLE,"[(35, 15)]",SINGLE,"[(34, 14)]"
1237666406846628450,SINGLE,"[(10, 28)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(26, 17)]"
1237666406846628451,SINGLE,"[(27, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237680099167502892,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]"
1237680099167502893,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]"
1237680099166913018,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(49, 50)]"
1237680099166913019,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(37, 47)]",SINGLE,"[(37, 48)]"
