objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237663784198406908,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663784198406988,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(63, 40)(16, 14)]"
1237663784198407009,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 41)]",DOUBLE,"[(61, 1)(76, 75)]"
1237663784197424202,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(92, 81)]",DOUBLE,"[(93, 81)(50, 50)]"
1237663784197424208,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(93, 6)(92, 48)]"
1237663784197489130,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(14, 36)]",NO_PEAK,"[]",DOUBLE,"[(14, 36)(59, 18)]"
1237663784198407069,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(49, 50)(68, 3)]"
1237663784198407071,SINGLE,"[(88, 15)]",NO_PEAK,"[]",SINGLE,"[(23, 5)]",SINGLE,"[(23, 5)]",NO_PEAK,"[]"
1237663784198407125,SINGLE,"[(71, 37)]",NO_PEAK,"[]",SINGLE,"[(11, 33)]",SINGLE,"[(11, 33)]",DOUBLE,"[(10, 33)(6, 87)]"
1237663784198407146,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(2, 18)]",DOUBLE,"[(73, 93)(63, 65)]"
1237663784198407155,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 10)]",DOUBLE,"[(29, 10)(53, 50)]"
1237663784198407247,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(91, 40)]"
1237663784197489146,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",NO_PEAK,"[]",DOUBLE,"[(46, 12)(76, 68)]"
1237663784197489219,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(25, 26)(75, 51)]"
1237663784197489271,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(23, 45)]",NO_PEAK,"[]",DOUBLE,"[(44, 84)(26, 54)]"
1237663784197489309,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(85, 36)(99, 40)]"
1237663784197489332,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(54, 68)(3, 51)]"
1237663784197489378,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(52, 23)]",SINGLE,"[(51, 23)]",NO_PEAK,"[]"
1237663784197489493,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(5, 52)]",NO_PEAK,"[]",DOUBLE,"[(6, 53)(74, 54)]"
1237663784197489600,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(57, 73)(36, 79)]"
1237663784198472420,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(6, 32)]",SINGLE,"[(7, 32)]",DOUBLE,"[(1, 85)(89, 65)]"
1237663784198472552,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(20, 22)]",NO_PEAK,"[]",DOUBLE,"[(64, 27)(41, 99)]"
1237663784198472657,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(9, 43)]",DOUBLE,"[(5, 80)(9, 44)]"
1237663784198472667,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(30, 51)(88, 10)]"
1237663784198472714,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(27, 14)(90, 16)]"
1237663784198472738,SINGLE,"[(95, 8)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(75, 37)(43, 15)]"
1237663784198472768,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(23, 58)]",NO_PEAK,"[]",DOUBLE,"[(78, 19)(91, 24)]"
1237663784198472823,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(71, 9)]",SINGLE,"[(20, 19)]",DOUBLE,"[(72, 10)(44, 86)]"
1237663784198472873,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(53, 6)]",NO_PEAK,"[]",DOUBLE,"[(35, 70)(91, 93)]"
1237663784198472949,SINGLE,"[(17, 25)]",NO_PEAK,"[]",SINGLE,"[(23, 5)]",NO_PEAK,"[]",DOUBLE,"[(23, 5)(74, 97)]"
1237663784198537628,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(81, 97)(62, 37)]"
1237663784198537651,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(68, 18)(51, 51)]"
1237663784198537907,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(52, 54)(18, 5)]"
