objID,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237645943979508113,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(25, 25)]",DOUBLE,"[(51, 49)(24, 25)]"
1237657069548667045,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657069549322265,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(47, 12)]",SINGLE,"[(47, 16)]",NO_PEAK,"[]"
1237657069549716455,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(88, 17)(69, 45)]"
1237657070089602249,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(2, 73)(93, 70)]"
1237657070090519053,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(26, 65)(49, 50)]"
1237657071156921091,SINGLE,"[(41, 19)]",NO_PEAK,"[]",SINGLE,"[(44, 20)]",SINGLE,"[(42, 19)]",DOUBLE,"[(41, 19)(60, 85)]"
1237657071696019688,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]",DOUBLE,"[(79, 83)(50, 49)]"
1237657071696675583,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 48)(46, 87)]"
1237657071696937471,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",NO_PEAK,"[]",DOUBLE,"[(28, 86)(51, 49)]"
1237657189832983333,SINGLE,"[(14, 6)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 70)(44, 79)]"
1237657189836784625,SINGLE,"[(92, 70)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(92, 69)(20, 46)]"
1237657190914654452,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(55, 35)]",SINGLE,"[(17, 26)]",NO_PEAK,"[]"
1237657191444513878,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(96, 66)(72, 9)]"
1237657191445496598,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(30, 29)]",DOUBLE,"[(83, 26)(50, 50)]"
1237657191445561803,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(75, 71)]"
1237657191445758699,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(95, 44)(11, 99)]"
1237657191979221461,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 30)]",NO_PEAK,"[]"
1237657192517469158,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(30, 76)(36, 3)]"
1237657584950116933,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(99, 37)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584950183181,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(33, 3)(50, 50)]"
