objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237645942905569766,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(88, 57)]"
1237645942906618839,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(47, 28)(6, 73)]"
1237645943974724036,SINGLE,"[(99, 41)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 25)]",NO_PEAK,"[]"
1237645943976231017,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 82)]",NO_PEAK,"[]"
1237645943978329050,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(42, 65)(11, 98)]"
1237645943978656411,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(2, 80)]",DOUBLE,"[(53, 51)(44, 32)]"
1237645943978787398,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(24, 43)]"
1237646587163837020,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 51)(35, 57)]"
1237646587699855711,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(7, 70)(6, 34)]"
1237656511742083087,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 68)]",NO_PEAK,"[]"
1237656512816087971,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 47)(81, 7)]"
1237656906355114475,NO_PEAK,"[]",SINGLE,"[(44, 24)]",SINGLE,"[(45, 24)]",SINGLE,"[(45, 25)]",NO_PEAK,"[]"
1237656971300570048,SINGLE,"[(32, 10)]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(29, 25)]",DOUBLE,"[(51, 50)(4, 78)]"
1237656971301552494,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(49, 52)(78, 34)]"
1237656971301749485,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(22, 80)(89, 26)]"
1237656971301946342,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(24, 89)(84, 45)]"
1237657069546045528,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657069546308092,SINGLE,"[(42, 88)]",SINGLE,"[(44, 87)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 49)]",DOUBLE,"[(44, 88)(50, 51)]"
1237657069546439550,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(8, 29)(45, 55)]"
1237657069546897823,SINGLE,"[(85, 83)]",NO_PEAK,"[]",SINGLE,"[(32, 21)]",NO_PEAK,"[]",DOUBLE,"[(11, 16)(3, 45)]"
1237657069548077264,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(32, 5)(18, 15)]"
1237657069548405415,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(5, 91)(1, 63)]"
1237657069548994932,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(10, 84)(50, 50)]"
1237657069549257425,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(8, 36)(99, 49)]"
