objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237657069558170028,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(7, 81)(19, 57)]"
1237657070088880718,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 38)]",NO_PEAK,"[]",DOUBLE,"[(98, 62)(67, 32)]"
1237657189831934992,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(99, 69)(85, 74)]"
1237657190370247192,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(56, 53)(50, 50)]"
1237657190370771682,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(8, 38)]",DOUBLE,"[(7, 38)(88, 97)]"
1237657190907445847,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(55, 57)]",DOUBLE,"[(55, 56)(20, 67)]"
1237657190911050446,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(26, 1)(2, 2)]",DOUBLE,"[(1, 2)(30, 1)]",DOUBLE,"[(75, 80)(42, 4)]"
1237657191444513866,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(8, 51)]",NO_PEAK,"[]",DOUBLE,"[(94, 31)(42, 42)]"
1237657191445103492,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(22, 36)]",SINGLE,"[(21, 37)]",DOUBLE,"[(20, 37)(59, 32)]"
1237657584949658256,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(43, 11)]"
1237657584950314200,SINGLE,"[(42, 92)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 33)(76, 88)]"
1237657587095699913,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 41)]",SINGLE,"[(27, 41)]",DOUBLE,"[(50, 17)(48, 50)]"
1237657587096290061,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(5, 77)(51, 50)]"
1237660241384833949,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(34, 49)]",DOUBLE,"[(34, 49)(41, 51)]"
1237663204921574381,SINGLE,"[(40, 2)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(37, 6)(48, 48)]"
1237663237127864538,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663239277838596,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(40, 42)(73, 84)]"
1237663277928547489,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(97, 27)(11, 6)]"
1237663782596248180,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(39, 82)]"
1237663782603391457,SINGLE,"[(39, 13)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783127155601,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(76, 52)(50, 49)]"
1237663783128400111,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(92, 34)(34, 70)]"
1237663783129973412,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(28, 86)]"
1237663783130891464,SINGLE,"[(81, 41)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(72, 29)]",NO_PEAK,"[]"
1237663783130629307,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783130628386,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]",NO_PEAK,"[]"
1237663783130497558,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(16, 36)]",DOUBLE,"[(50, 50)(5, 11)]"
1237663783130300990,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 40)]",DOUBLE,"[(69, 83)(98, 45)]"
1237663783133053508,SINGLE,"[(95, 87)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(93, 35)(76, 16)]"
1237663783129842121,SINGLE,"[(83, 98)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(89, 37)]"
1237663783134036490,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(5, 48)]",DOUBLE,"[(83, 30)(5, 48)]"
1237663783129252325,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(42, 54)]",NO_PEAK,"[]",DOUBLE,"[(78, 55)(69, 10)]"
1237663783128663292,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783128531261,SINGLE,"[(13, 49)]",SINGLE,"[(13, 49)]",SINGLE,"[(13, 49)]",SINGLE,"[(12, 48)]",NO_PEAK,"[]"
1237663783127482438,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783126893054,SINGLE,"[(20, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 51)]",NO_PEAK,"[]"
1237663783126630896,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(35, 46)]",SINGLE,"[(35, 47)]",DOUBLE,"[(50, 50)(85, 19)]"
1237663783125713824,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783125254291,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783124337818,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(22, 14)(22, 21)]",DOUBLE,"[(34, 3)(58, 30)]"
1237663783124271969,SINGLE,"[(24, 29)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(54, 77)(60, 61)]"
1237663783124206751,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(58, 22)]",NO_PEAK,"[]"
1237663783124075689,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(39, 97)(85, 31)]"
1237663783123944337,SINGLE,"[(87, 37)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(65, 25)]",DOUBLE,"[(49, 50)(86, 79)]"
1237663782603064172,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 20)(78, 91)]"
1237663782602736571,SINGLE,"[(8, 24)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(9, 95)(13, 24)]"
