objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237656512815890609,NO_PEAK,"[]",SINGLE,"[(47, 46)]",NO_PEAK,"[]",SINGLE,"[(11, 38)]",DOUBLE,"[(47, 46)(11, 38)]"
1237657070091304991,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(39, 76)(38, 82)]",NO_PEAK,"[]"
1237657070628241730,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071158035158,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(64, 84)(95, 82)]"
1237657071159149233,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(34, 63)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071159149473,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(85, 45)(51, 28)]"
1237657071694053588,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(55, 61)(49, 51)]"
1237657071695626892,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(63, 90)(58, 12)]"
1237657071697592576,SINGLE,"[(49, 48)]",DOUBLE,"[(51, 54)(50, 49)]",SINGLE,"[(49, 50)]",NO_PEAK,"[]",DOUBLE,"[(99, 15)(13, 65)]"
1237657189831606278,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 93)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657189832982897,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657189833441488,SINGLE,"[(8, 13)]",SINGLE,"[(50, 50)]",SINGLE,"[(1, 17)]",SINGLE,"[(1, 18)]",DOUBLE,"[(62, 26)(50, 50)]"
1237657189834227782,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(73, 80)]"
1237657189835800924,NO_PEAK,"[]",SINGLE,"[(12, 26)]",SINGLE,"[(11, 26)]",NO_PEAK,"[]",DOUBLE,"[(88, 39)(12, 27)]"
1237657189837111524,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237657190369984746,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(24, 41)]",DOUBLE,"[(23, 41)(1, 6)]"
1237657190370443614,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(70, 86)(91, 72)]"
1237657190371951298,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(48, 1)]",DOUBLE,"[(98, 21)(79, 60)]"
1237657190906593561,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 28)]",DOUBLE,"[(49, 28)(49, 50)]"
1237657190907576602,NO_PEAK,"[]",DOUBLE,"[(53, 50)(64, 56)]",SINGLE,"[(53, 50)]",SINGLE,"[(53, 50)]",NO_PEAK,"[]"
1237657190910263623,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 49)(11, 60)]"
1237657191445364772,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(26, 47)]",SINGLE,"[(24, 47)]",NO_PEAK,"[]"
1237657191445496054,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(57, 78)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657191446413523,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 51)(97, 93)]"
1237657191979418660,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(25, 38)]",DOUBLE,"[(26, 38)(58, 65)]"
1237657191979614652,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(6, 49)]"
1237657191979745650,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(61, 58)(50, 50)]"
