objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237658802040340607,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237658802040275547,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(22, 23)]"
1237658803114279055,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(61, 52)(51, 50)]",DOUBLE,"[(61, 52)(50, 50)]"
1237658803114279069,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237658918532481189,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658803114213591,NO_PEAK,"[]",SINGLE,"[(17, 48)]",DOUBLE,"[(17, 49)(27, 50)]",DOUBLE,"[(17, 48)(27, 50)]"
1237658918532481138,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658918532415637,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532481169,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658803114279040,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532481185,SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532546648,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658918532481102,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237658803114213615,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237658918532481125,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(12, 30)]"
1237658803114213542,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]"
1237658917995479177,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802040472199,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237658802577342674,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658802577277056,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(29, 30)]",SINGLE,"[(29, 31)]"
1237658918532415653,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237658802577342564,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658917995479190,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(15, 15)]",SINGLE,"[(16, 16)]"
1237658917995544697,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237658802040471765,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]"
1237658917458673674,NO_PEAK,"[]",DOUBLE,"[(60, 51)(50, 50)]",DOUBLE,"[(61, 51)(50, 50)]",DOUBLE,"[(61, 51)(50, 50)]"
1237658917458673794,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658917995610163,NO_PEAK,"[]",SINGLE,"[(41, 9)]",SINGLE,"[(41, 9)]",NO_PEAK,"[]"
1237658918532612271,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658803114475693,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658919069483115,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(39, 56)]",NO_PEAK,"[]"
1237658918532546675,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658919069483035,SINGLE,"[(22, 19)]",SINGLE,"[(23, 20)]",SINGLE,"[(22, 20)]",SINGLE,"[(23, 20)]"
1237658803114410235,NO_PEAK,"[]",DOUBLE,"[(50, 45)(50, 49)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 49)]"
1237658803114475664,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237658919069417660,NO_PEAK,"[]",DOUBLE,"[(50, 50)(29, 60)]",SINGLE,"[(9, 11)]",SINGLE,"[(8, 10)]"
1237658919069483021,NO_PEAK,"[]",SINGLE,"[(47, 31)]",DOUBLE,"[(47, 31)(49, 50)]",DOUBLE,"[(47, 31)(50, 50)]"
1237658803114475680,NO_PEAK,"[]",SINGLE,"[(6, 16)]",SINGLE,"[(5, 16)]",SINGLE,"[(5, 16)]"
1237658919069483144,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237658919069483189,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]"
1237658918532612302,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(57, 67)]"
1237658803114344713,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(4, 26)]"
1237658919069548720,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237658803114410170,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]"
1237658919069548714,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802577408116,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802577408062,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802577408071,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802577408077,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 51)]"
1237658918532481113,SINGLE,"[(52, 47)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(36, 42)]",DOUBLE,"[(50, 50)(37, 43)]"
1237658917995675787,NO_PEAK,"[]",SINGLE,"[(3, 8)]",SINGLE,"[(3, 8)]",SINGLE,"[(3, 8)]"
1237658802577408084,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 64)]"
1237658802577408090,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532481127,SINGLE,"[(29, 24)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532481129,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658802040537241,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658917995675723,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",NO_PEAK,"[]"
1237658802040537193,NO_PEAK,"[]",SINGLE,"[(37, 9)]",SINGLE,"[(37, 9)]",SINGLE,"[(37, 9)]"
