objID,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237645942905963024,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 29)]",DOUBLE,"[(50, 29)(98, 26)]"
1237645943978919194,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(15, 14)(79, 85)]"
1237656906355114466,SINGLE,"[(79, 50)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(71, 35)(90, 31)]"
1237656971302011881,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 50)(30, 60)]"
1237657069547880963,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 16)]",SINGLE,"[(29, 16)]",DOUBLE,"[(29, 15)(12, 60)]"
1237657069549519032,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070089602257,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(99, 40)(46, 87)]"
1237657070092091788,SINGLE,"[(20, 29)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(6, 22)]",NO_PEAK,"[]"
1237657070628176879,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 6)(69, 2)]"
1237657071157510167,NO_PEAK,"[]",DOUBLE,"[(1, 45)(1, 54)]",DOUBLE,"[(1, 56)(1, 44)]",DOUBLE,"[(1, 41)(1, 57)]",DOUBLE,"[(1, 47)(22, 58)]"
1237657071693989088,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(5, 65)]",NO_PEAK,"[]"
1237657071696609861,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(41, 18)(25, 84)]"
1237657071697855126,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(48, 51)]",NO_PEAK,"[]",DOUBLE,"[(55, 64)(90, 49)]"
1237657189833441510,SINGLE,"[(2, 17)]",NO_PEAK,"[]",SINGLE,"[(6, 17)]",SINGLE,"[(6, 18)]",NO_PEAK,"[]"
1237657189835866282,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237657189837111567,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(19, 43)]"
1237657190369395684,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(27, 61)(50, 50)]"
1237657190369919739,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(77, 83)(44, 73)]"
1237657190370509212,SINGLE,"[(25, 34)]",NO_PEAK,"[]",SINGLE,"[(25, 34)]",SINGLE,"[(25, 34)]",DOUBLE,"[(50, 50)(25, 34)]"
1237657190371688731,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657190908232104,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(53, 25)(77, 54)]"
1237657190910657016,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(18, 25)]",DOUBLE,"[(76, 19)(50, 50)]"
1237657191444054479,NO_PEAK,"[]",SINGLE,"[(14, 40)]",SINGLE,"[(19, 34)]",SINGLE,"[(19, 33)]",DOUBLE,"[(19, 33)(89, 13)]"
1237657191445955602,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(40, 67)(62, 37)]"
1237657191980335358,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657191980991482,SINGLE,"[(99, 96)]",NO_PEAK,"[]",SINGLE,"[(24, 33)]",SINGLE,"[(24, 34)]",DOUBLE,"[(71, 27)(23, 20)]"
1237657192516157723,SINGLE,"[(27, 4)]",SINGLE,"[(28, 4)]",SINGLE,"[(28, 4)]",SINGLE,"[(27, 5)]",SINGLE,"[(28, 5)]"
1237657192518320860,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(34, 64)]"
1237657584950248268,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(56, 28)]",NO_PEAK,"[]"
1237657584951231508,SINGLE,"[(32, 39)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(3, 41)(49, 78)]"
1237657586029560014,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(16, 27)]",NO_PEAK,"[]"
1237657587096420399,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 39)(1, 51)]",DOUBLE,"[(1, 40)(1, 50)]",NO_PEAK,"[]"
1237660024520638788,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024522015072,NO_PEAK,"[]",SINGLE,"[(51, 49)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(93, 94)]"
1237660024524571158,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(81, 3)(88, 85)]"
1237660239777825098,SINGLE,"[(52, 47)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(11, 86)]"
1237660240314630605,SINGLE,"[(9, 9)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(38, 88)(14, 46)]"
1237660241387258512,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 23)]",DOUBLE,"[(50, 50)(43, 19)]"
1237660241389028065,SINGLE,"[(31, 18)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(74, 63)]"
1237660335885976044,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(10, 22)]"
1237663204919280130,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(20, 15)]",SINGLE,"[(27, 34)]",NO_PEAK,"[]"
1237663204919935898,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(65, 8)(66, 63)]"
1237663237130879488,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 50)(85, 54)]"
1237663237131207048,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(34, 86)]",NO_PEAK,"[]",DOUBLE,"[(33, 87)(72, 80)]"
1237663237131534810,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663237132321558,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(92, 50)(25, 62)]"
1237663237668274705,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238205276596,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(5, 32)]",SINGLE,"[(5, 32)]",NO_PEAK,"[]"
1237663238739460311,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 49)]",NO_PEAK,"[]"
1237663238739526671,SINGLE,"[(84, 87)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(33, 25)(78, 82)]"
1237663238739985600,SINGLE,"[(42, 5)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(6, 74)]"
1237663238740705937,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(12, 16)(25, 54)]"
1237663238740771224,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 48)(21, 62)]"
1237663543696753826,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(26, 43)]",DOUBLE,"[(25, 42)(68, 77)]"
1237663716017045898,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(41, 33)]",SINGLE,"[(27, 45)]",DOUBLE,"[(43, 8)(26, 44)]"
1237663716017635761,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(19, 55)(1, 13)]"
1237663782589367138,SINGLE,"[(72, 89)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(63, 34)(73, 94)]"
1237663782590677416,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(44, 40)]",DOUBLE,"[(45, 40)(78, 26)]"
1237663782591137011,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(64, 74)(39, 57)]"
1237663782591398296,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 51)(56, 46)]"
1237663782592053898,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(73, 95)]"
1237663782592119723,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(56, 4)(4, 13)]"
1237663782592643786,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(23, 13)(50, 50)]"
1237663782597099765,SINGLE,"[(24, 27)]",NO_PEAK,"[]",SINGLE,"[(25, 28)]",SINGLE,"[(24, 29)]",NO_PEAK,"[]"
1237663782597362096,SINGLE,"[(72, 52)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 53)(43, 86)]"
1237663782600901401,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 9)]",DOUBLE,"[(93, 69)(27, 10)]"
1237663782601491305,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 37)]",NO_PEAK,"[]",DOUBLE,"[(35, 36)(87, 8)]"
1237663783123681766,NO_PEAK,"[]",SINGLE,"[(40, 27)]",SINGLE,"[(40, 27)]",SINGLE,"[(40, 27)]",NO_PEAK,"[]"
1237663783123747338,SINGLE,"[(19, 21)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783126696290,SINGLE,"[(32, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783127417908,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(3, 89)(11, 75)]"
1237663783130038990,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783132004973,SINGLE,"[(31, 70)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783132463309,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(11, 28)]",SINGLE,"[(11, 28)]",NO_PEAK,"[]"
