objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237645942905963056,SINGLE,"[(84, 5)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(58, 34)(82, 89)]"
1237657069548798539,SINGLE,"[(29, 91)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 9)]",DOUBLE,"[(81, 96)(69, 91)]"
1237657070088291482,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 29)]",NO_PEAK,"[]",DOUBLE,"[(91, 99)(1, 76)]"
1237657070090322514,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 33)]",DOUBLE,"[(99, 62)(28, 32)]"
1237657070628569634,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(41, 43)]",SINGLE,"[(41, 43)]",DOUBLE,"[(41, 43)(13, 83)]"
1237657071158624345,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071693791809,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(12, 74)(7, 53)]"
1237657071694053642,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(62, 38)]",DOUBLE,"[(62, 38)(78, 96)]"
1237657071694185109,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(60, 36)]",NO_PEAK,"[]",DOUBLE,"[(60, 38)(70, 77)]"
1237657071697396552,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657189836521486,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(57, 10)(44, 32)]"
1237657190370116851,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(18, 80)]",DOUBLE,"[(18, 80)(50, 50)]"
1237657587096421512,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024522080363,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660027202896963,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(43, 33)]"
1237660240314892705,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(86, 66)(57, 35)]"
1237660241387978992,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(79, 71)(75, 28)]"
1237660339632734599,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 30)(6, 86)]"
