objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237657584949396222,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141639558,SINGLE,"[(71, 73)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783678117065,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678437015814598,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141639115,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141638634,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",NO_PEAK,"[]"
1237657586561713110,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141639514,SINGLE,"[(23, 36)]",NO_PEAK,"[]",SINGLE,"[(22, 35)]",SINGLE,"[(22, 35)]"
1237663784212365996,SINGLE,"[(2, 24)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024521622398,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 24)]",NO_PEAK,"[]"
1237678437015618409,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678437015814874,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024520966715,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237657586561712720,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(29, 46)]"
1237678437015815139,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666408459142304,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666408459142307,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141573256,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(61, 23)]",SINGLE,"[(50, 50)]"
1237678437016535571,SINGLE,"[(44, 9)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024521556848,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 49)]"
1237678437016535399,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(27, 42)]",SINGLE,"[(26, 42)]"
1237663783141639397,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 12)]",NO_PEAK,"[]"
1237678617434194203,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024521556867,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(37, 56)]"
1237660024521556632,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663783677264731,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617971327514,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237678437016535939,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(1, 42)]",NO_PEAK,"[]"
1237678617435046542,NO_PEAK,"[]",SINGLE,"[(31, 82)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237657070091109259,DOUBLE,"[(26, 1)(33, 9)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657071165834135,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(22, 28)]"
1237678617435046549,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(23, 39)]"
1237678617435047024,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070091108648,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237645943433986587,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617436357120,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237678617435046817,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617435046566,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(52, 52)]"
1237645943433987188,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586561975155,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(31, 25)]"
1237657586561975156,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584950969231,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783678771925,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237678437016339469,DOUBLE,"[(25, 21)(19, 15)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(27, 19)]"
1237657586561974675,SINGLE,"[(21, 4)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586561975158,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584950968759,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070092485303,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617434456619,SINGLE,"[(34, 20)]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",NO_PEAK,"[]"
1237663783140524996,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586561974692,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(20, 32)]"
1237657070628110886,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663239271612819,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678437016339028,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678437017125946,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784751661522,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666408460583494,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678437016011625,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663239271678257,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 50)]",NO_PEAK,"[]"
1237663783140459416,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237663784751661244,SINGLE,"[(24, 39)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237663784751661533,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584950641164,SINGLE,"[(38, 1)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237657586561975244,SINGLE,"[(72, 82)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784751661555,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237657584950641174,NO_PEAK,"[]",SINGLE,"[(49, 48)]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]"
1237663784751661561,SINGLE,"[(66, 97)]",SINGLE,"[(41, 39)]",SINGLE,"[(50, 50)]",SINGLE,"[(4, 36)]"
1237657584951624624,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070629094228,SINGLE,"[(59, 53)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663239271678658,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141180154,SINGLE,"[(98, 91)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141180670,SINGLE,"[(18, 23)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141179728,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070629093950,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237663783141180463,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141180172,SINGLE,"[(75, 97)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237678617437340329,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141180673,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141179732,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(26, 1)]",SINGLE,"[(25, 1)]"
1237678617973621358,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]"
1237663784214462945,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 21)]",SINGLE,"[(15, 21)]"
1237663784216822888,SINGLE,"[(5, 39)]",NO_PEAK,"[]",SINGLE,"[(10, 11)]",SINGLE,"[(11, 13)]"
1237678617437667893,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783141180476,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660024522670795,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 31)]",SINGLE,"[(29, 31)]"
1237663784214463758,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(19, 9)]"
1237657070628307539,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784216822293,SINGLE,"[(95, 6)]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]"
1237663783678575566,SINGLE,"[(28, 79)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070628307869,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(24, 35)]",NO_PEAK,"[]"
1237663783679361574,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617437667656,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617437668310,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(22, 29)]"
1237678617437667899,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(25, 36)]"
1237660024521622264,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 34)]",NO_PEAK,"[]"
1237678617437340330,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(33, 27)]",SINGLE,"[(33, 27)]"
1237678617437668314,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617437668375,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657070092747077,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783679362005,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617437340541,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660338016224143,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(10, 83)]",NO_PEAK,"[]"
1237678617436423134,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784215708053,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 8)]",SINGLE,"[(29, 8)]"
1237663784216559866,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663783141639527,SINGLE,"[(96, 1)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584951100218,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657584951100221,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617436750871,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617436750369,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237678617973621785,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299479261658,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
