objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237660241385620361,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237660241385620362,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(42, 40)]"
1237678617437536911,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 36)]",NO_PEAK,"[]"
1237663784217083972,DOUBLE,"[(69, 95)(68, 87)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237678617437536910,NO_PEAK,"[]",SINGLE,"[(34, 57)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237666300555232280,SINGLE,"[(34, 1)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300555231859,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237660241386406821,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241386406455,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 13)]",SINGLE,"[(49, 12)]"
1237660339632800388,SINGLE,"[(35, 41)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237660339632800389,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 43)]",NO_PEAK,"[]"
1237666301628973739,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 49)]"
1237666301628973738,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(11, 37)]",SINGLE,"[(11, 37)]"
1237663203863036654,SINGLE,"[(32, 81)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663203863036653,SINGLE,"[(14, 77)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301090136497,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301090136498,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301092496146,SINGLE,"[(98, 28)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299479523800,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299479523801,SINGLE,"[(69, 57)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783144653322,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237666301628711655,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783144653323,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 55)]",NO_PEAK,"[]"
1237666302165451346,SINGLE,"[(4, 5)]",NO_PEAK,"[]",SINGLE,"[(54, 36)]",SINGLE,"[(54, 35)]"
1237666302165451345,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]"
1237666301628711656,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299479654831,SINGLE,"[(20, 76)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299479654830,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666299480179401,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237666299480179402,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 44)]",SINGLE,"[(39, 44)]"
1237660241923998194,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586030281169,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 37)]"
1237657586030281170,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(9, 30)]"
1237666300018688473,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(49, 50)(50, 50)]"
1237666300018688474,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300020851415,SINGLE,"[(89, 68)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660239777759974,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(52, 48)]",NO_PEAK,"[]"
1237660239777759973,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 42)]",NO_PEAK,"[]"
1237663784218461023,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(55, 38)]"
1237663784218461022,SINGLE,"[(84, 52)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237666300020851414,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241923998195,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663784218461024,SINGLE,"[(70, 57)]",NO_PEAK,"[]",SINGLE,"[(51, 29)]",SINGLE,"[(51, 29)]"
1237660239239905977,SINGLE,"[(24, 16)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663237128323562,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660239239905978,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301091578119,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301091578117,SINGLE,"[(37, 5)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300555952662,SINGLE,"[(84, 89)]",NO_PEAK,"[]",SINGLE,"[(56, 43)]",SINGLE,"[(50, 50)]"
1237666300555952661,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(46, 37)]"
1237663237128323561,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",NO_PEAK,"[]"
1237666300018950835,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 1)]"
1237666300018950836,SINGLE,"[(55, 41)]",NO_PEAK,"[]",SINGLE,"[(50, 37)]",SINGLE,"[(50, 38)]"
1237663783680475989,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(8, 37)]",NO_PEAK,"[]"
1237663783680475694,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(23, 10)]",SINGLE,"[(23, 10)]"
1237666301631726593,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301631726600,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660240314041210,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(41, 15)]"
1237660240314041209,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301627925137,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301627925136,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663783143605148,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(12, 3)]",SINGLE,"[(12, 3)]"
1237663238741427015,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 34)]"
1237663238741427016,SINGLE,"[(25, 27)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660240314958096,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(16, 12)]",SINGLE,"[(55, 37)]"
1237660240314958095,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(10, 24)]",NO_PEAK,"[]"
1237666301092037436,SINGLE,"[(94, 55)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237666301092037437,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(47, 14)]"
1237663783143605147,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 47)]",SINGLE,"[(30, 5)]"
1237666300553527866,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300553527867,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301628252655,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 48)]"
1237663237129109855,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(60, 40)]"
1237663237129109854,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237666301092364874,SINGLE,"[(91, 1)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(8, 15)]"
1237663238739723159,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237663238739723160,SINGLE,"[(53, 6)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 55)]"
1237666301092364875,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 42)]"
1237663237128520227,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(61, 42)]",NO_PEAK,"[]"
1237663784218132752,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(60, 40)]"
1237663784218132750,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237660241386865096,SINGLE,"[(99, 42)]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(51, 50)]"
1237666300555494706,SINGLE,"[(92, 6)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(7, 17)]"
1237663783144784558,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(12, 51)]"
1237663783144784557,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(50, 50)]",SINGLE,"[(50, 50)]"
1237663784218526821,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300556149765,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(35, 49)]"
1237660241386865097,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 40)]",NO_PEAK,"[]"
1237666300556149764,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(53, 32)]"
1237663784218526822,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(20, 23)]"
1237660240312468542,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(18, 22)]"
1237660240312468543,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(16, 31)]"
1237660241387848072,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241387848071,SINGLE,"[(26, 87)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663238739329978,SINGLE,"[(88, 41)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241388437978,SINGLE,"[(36, 9)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237660241388437979,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241388437986,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241388437987,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(23, 27)]",SINGLE,"[(23, 26)]"
1237666300019147634,SINGLE,"[(99, 59)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(25, 23)]"
1237666300019147633,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(12, 24)]"
1237666300555560011,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(43, 35)]"
1237666300555560010,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666300019278484,SINGLE,"[(44, 7)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 44)]"
1237666300019278485,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663239278101788,SINGLE,"[(90, 45)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(44, 9)]"
1237663239278101246,SINGLE,"[(17, 4)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 17)]"
1237663238741230868,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238741230869,SINGLE,"[(80, 98)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660239777825730,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660239777825731,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666302167351792,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666302167351791,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(1, 17)]",NO_PEAK,"[]"
1237663238739787868,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238739787875,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238739787867,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238739787873,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(72, 31)]"
1237663238739788748,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238204686843,SINGLE,"[(91, 16)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241388306820,SINGLE,"[(60, 38)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660241388306819,SINGLE,"[(91, 92)]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663238204686840,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 50)]"
1237645942905569658,SINGLE,"[(37, 25)]",NO_PEAK,"[]",SINGLE,"[(49, 49)]",NO_PEAK,"[]"
1237645942905569657,SINGLE,"[(23, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586029822512,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237657586029822511,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]"
1237666299484373861,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(47, 30)]",NO_PEAK,"[]"
1237666300020983036,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663237668995342,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(49, 50)(50, 50)]"
1237663237668995343,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(45, 35)(46, 35)]"
1237666301630349773,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301630349774,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666302168728217,SINGLE,"[(23, 27)]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",NO_PEAK,"[]"
1237666302168728216,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(39, 60)]",SINGLE,"[(39, 60)]"
1237660240315023933,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 46)]"
1237663238206194357,SINGLE,"[(24, 88)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238206194356,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 26)]"
1237663237667881532,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663237667881533,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(41, 40)]"
1237663238740050565,SINGLE,"[(98, 3)]",NO_PEAK,"[]",SINGLE,"[(24, 30)]",SINGLE,"[(24, 30)]"
1237663238740050564,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(11, 24)]",SINGLE,"[(11, 24)]"
1237663238740115795,SINGLE,"[(8, 28)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237663238740115794,SINGLE,"[(3, 9)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 49)]"
1237666302167286017,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(54, 37)]"
1237666302167286016,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237666301630415296,SINGLE,"[(95, 3)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]"
1237666301630415295,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 48)]"
1237663239278232505,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663239278232504,SINGLE,"[(51, 7)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]"
1237666300021310038,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(18, 2)]",SINGLE,"[(17, 2)]"
1237666300021310037,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(4, 7)]",SINGLE,"[(3, 8)]"
1237666301094265291,NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237666301094265292,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(42, 40)]",NO_PEAK,"[]"
1237663238204752504,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663238204752505,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663237129241525,SINGLE,"[(17, 20)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 20)]"
1237663237129241528,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301093741203,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666301093741201,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
